Athlete,Week,Day of the Week,Category,Exercise,Reps,Sets,Set,Set_Reps,Set_Weight,Variant,Notes,Unnamed: 0,Athlete comments
Daniele Conca,2025_08,2,Clean,Girate sosp bassa,2.0,5.0,3,,,,Molta cura nell'aprire bene la spaccata e non tenerla corta,,Schiena ko abortito ai 70kg
Daniele Conca,2025_08,2,Jerk,Spinte in spaccata,1.0,5.0,3,1.0,100.0,,,,
Daniele Conca,2025_08,2,Accessory,Push press,4.0,3.0,3,4.0,70.0,,,,
Daniele Conca,2025_08,3,Clean and Jerk,Slancio,2.0,5.0,3,2.0,100.0,,Molta cura nell'aprire bene la spaccata e non tenerla corta,,Fino a 95 clean jerk
Daniele Conca,2025_08,3,Snatch,Strappo,1.0,5.0,3,0.0,85.0,,,,
Daniele Conca,2025_08,3,Squat,Gambe avanti,3.0,3.0,3,,,,,,
Daniele Conca,2025_08,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,3,,,,,,
Daniele Conca,2025_08,1,Snatch,Strappo no piedi + strappo sosp bassa,2.0,5.0,4,0.0,85.0,,,,
Daniele Conca,2025_08,1,Snatch,Spinte strappo,1.0,4.0,4,1.0,85.0,,,,
Daniele Conca,2025_08,1,Squat,Gambe dietro,3.0,3.0,4,,,,,,
Daniele Conca,2025_08,2,Clean,Girate sosp bassa,2.0,5.0,4,,,,Molta cura nell'aprire bene la spaccata e non tenerla corta,,Schiena ko abortito ai 70kg
Daniele Conca,2025_08,2,Jerk,Spinte in spaccata,1.0,5.0,4,1.0,105.0,,,,
Daniele Conca,2025_08,2,Accessory,Push press,4.0,3.0,4,,,,,,
Daniele Conca,2025_08,3,Clean and Jerk,Slancio,2.0,5.0,4,0.0,100.0,,Molta cura nell'aprire bene la spaccata e non tenerla corta,,Fino a 95 clean jerk
Daniele Conca,2025_08,3,Snatch,Strappo,1.0,5.0,4,1.0,85.0,,,,
Daniele Conca,2025_08,3,Squat,Gambe avanti,3.0,3.0,4,,,,,,
Daniele Conca,2025_08,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,4,,,,,,
Daniele Conca,2025_08,1,Snatch,Strappo no piedi + strappo sosp bassa,2.0,5.0,5,0.0,85.0,,,,
Daniele Conca,2025_08,1,Snatch,Spinte strappo,1.0,4.0,5,,,,,,
Daniele Conca,2025_08,1,Squat,Gambe dietro,3.0,3.0,5,,,,,,
Daniele Conca,2025_08,2,Clean,Girate sosp bassa,2.0,5.0,5,,,,Molta cura nell'aprire bene la spaccata e non tenerla corta,,Schiena ko abortito ai 70kg
Daniele Conca,2025_08,2,Jerk,Spinte in spaccata,1.0,5.0,5,1.0,105.0,,,,
Daniele Conca,2025_08,2,Accessory,Push press,4.0,3.0,5,,,,,,
Daniele Conca,2025_08,3,Clean and Jerk,Slancio,2.0,5.0,5,0.0,100.0,,Molta cura nell'aprire bene la spaccata e non tenerla corta,,Fino a 95 clean jerk
Daniele Conca,2025_08,3,Snatch,Strappo,1.0,5.0,5,0.0,85.0,,,,
Daniele Conca,2025_08,3,Squat,Gambe avanti,3.0,3.0,5,,,,,,
Daniele Conca,2025_08,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,5,,,,,,
Daniele Conca,2025_08,1,Snatch,Strappo no piedi + strappo sosp bassa,2.0,5.0,6,,,,,,
Daniele Conca,2025_08,1,Snatch,Spinte strappo,1.0,4.0,6,,,,,,
Daniele Conca,2025_08,1,Squat,Gambe dietro,3.0,3.0,6,,,,,,
Daniele Conca,2025_08,2,Clean,Girate sosp bassa,2.0,5.0,6,,,,Molta cura nell'aprire bene la spaccata e non tenerla corta,,Schiena ko abortito ai 70kg
Daniele Conca,2025_08,2,Jerk,Spinte in spaccata,1.0,5.0,6,,,,,,
Daniele Conca,2025_08,2,Accessory,Push press,4.0,3.0,6,,,,,,
Daniele Conca,2025_08,3,Clean and Jerk,Slancio,2.0,5.0,6,,,,Molta cura nell'aprire bene la spaccata e non tenerla corta,,Fino a 95 clean jerk
Daniele Conca,2025_08,3,Snatch,Strappo,1.0,5.0,6,,,,,,
Daniele Conca,2025_08,3,Squat,Gambe avanti,3.0,3.0,6,,,,,,
Daniele Conca,2025_08,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,6,,,,,,
Daniele Conca,2025_08,1,Snatch,Strappo no piedi + strappo sosp bassa,2.0,5.0,7,,,,,,
Daniele Conca,2025_08,1,Snatch,Spinte strappo,1.0,4.0,7,,,,,,
Daniele Conca,2025_08,1,Squat,Gambe dietro,3.0,3.0,7,,,,,,
Daniele Conca,2025_08,2,Clean,Girate sosp bassa,2.0,5.0,7,,,,Molta cura nell'aprire bene la spaccata e non tenerla corta,,Schiena ko abortito ai 70kg
Daniele Conca,2025_08,2,Jerk,Spinte in spaccata,1.0,5.0,7,,,,,,
Daniele Conca,2025_08,2,Accessory,Push press,4.0,3.0,7,,,,,,
Daniele Conca,2025_08,3,Clean and Jerk,Slancio,2.0,5.0,7,,,,Molta cura nell'aprire bene la spaccata e non tenerla corta,,Fino a 95 clean jerk
Daniele Conca,2025_08,3,Snatch,Strappo,1.0,5.0,7,,,,,,
Daniele Conca,2025_08,3,Squat,Gambe avanti,3.0,3.0,7,,,,,,
Daniele Conca,2025_08,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,7,,,,,,
Daniele Conca,2025_08,1,Snatch,Strappo no piedi + strappo sosp bassa,2.0,5.0,8,,,,,,
Daniele Conca,2025_08,1,Snatch,Spinte strappo,1.0,4.0,8,,,,,,
Daniele Conca,2025_08,1,Squat,Gambe dietro,3.0,3.0,8,,,,,,
Daniele Conca,2025_08,2,Clean,Girate sosp bassa,2.0,5.0,8,,,,Molta cura nell'aprire bene la spaccata e non tenerla corta,,Schiena ko abortito ai 70kg
Daniele Conca,2025_08,2,Jerk,Spinte in spaccata,1.0,5.0,8,,,,,,
Daniele Conca,2025_08,2,Accessory,Push press,4.0,3.0,8,,,,,,
Daniele Conca,2025_08,3,Clean and Jerk,Slancio,2.0,5.0,8,,,,Molta cura nell'aprire bene la spaccata e non tenerla corta,,Fino a 95 clean jerk
Daniele Conca,2025_08,3,Snatch,Strappo,1.0,5.0,8,,,,,,
Daniele Conca,2025_08,3,Squat,Gambe avanti,3.0,3.0,8,,,,,,
Daniele Conca,2025_08,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,8,,,,,,
Daniele Conca,2025_09,1,Snatch,Tirata strappo + strappo inguine,3.0,5.0,1,3.0,80.0,,1 + 2,,
Daniele Conca,2025_09,1,Snatch,Spinte strappo + overhead squat,2.0,4.0,1,2.0,75.0,,1 + 1,,
Daniele Conca,2025_09,1,Squat,Gambe dietro,3.0,4.0,1,3.0,130.0,,,,
Daniele Conca,2025_09,2,Jerk,Caricamenti,2.0,5.0,1,2.0,100.0,,"Giornata di prova per capire come va la schiena, anche se tutto ok stai comunque 15-20kg indietro rispetto a quello che facevi prima",,
Daniele Conca,2025_09,2,Jerk,Spinte in spaccata,2.0,5.0,1,2.0,80.0,,,,
Daniele Conca,2025_09,2,Accessory,Push press,3.0,4.0,1,3.0,70.0,,,,
Daniele Conca,2025_09,3,Clean,Girata da terra + girata sosp,2.0,5.0,1,2.0,90.0,,,,
Daniele Conca,2025_09,3,Clean pull,Stacchi slancio,2.0,5.0,1,2.0,120.0,,Stessa cosa dei caricamenti. Vedi come va con molta cura,,
Daniele Conca,2025_09,3,Squat,Gambe avanti,3.0,4.0,1,3.0,120.0,,,,
Daniele Conca,2025_09,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,1,,,,,,
Daniele Conca,2025_09,1,Snatch,Tirata strappo + strappo inguine,3.0,5.0,2,3.0,80.0,,1 + 2,,
Daniele Conca,2025_09,1,Snatch,Spinte strappo + overhead squat,2.0,4.0,2,2.0,75.0,,1 + 1,,
Daniele Conca,2025_09,1,Squat,Gambe dietro,3.0,4.0,2,3.0,135.0,,,,
Daniele Conca,2025_09,2,Jerk,Caricamenti,2.0,5.0,2,2.0,110.0,,"Giornata di prova per capire come va la schiena, anche se tutto ok stai comunque 15-20kg indietro rispetto a quello che facevi prima",,
Daniele Conca,2025_09,2,Jerk,Spinte in spaccata,2.0,5.0,2,2.0,80.0,,,,
Daniele Conca,2025_09,2,Accessory,Push press,3.0,4.0,2,3.0,70.0,,,,
Daniele Conca,2025_09,3,Clean,Girata da terra + girata sosp,2.0,5.0,2,2.0,95.0,,,,
Daniele Conca,2025_09,3,Clean pull,Stacchi slancio,2.0,5.0,2,2.0,120.0,,Stessa cosa dei caricamenti. Vedi come va con molta cura,,
Daniele Conca,2025_09,3,Squat,Gambe avanti,3.0,4.0,2,3.0,120.0,,,,
Daniele Conca,2025_09,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,2,,,,,,
Daniele Conca,2025_09,1,Snatch,Tirata strappo + strappo inguine,3.0,5.0,3,3.0,85.0,,1 + 2,,
Daniele Conca,2025_09,1,Snatch,Spinte strappo + overhead squat,2.0,4.0,3,2.0,75.0,,1 + 1,,
Daniele Conca,2025_09,1,Squat,Gambe dietro,3.0,4.0,3,3.0,135.0,,,,
Daniele Conca,2025_09,2,Jerk,Caricamenti,2.0,5.0,3,2.0,115.0,,"Giornata di prova per capire come va la schiena, anche se tutto ok stai comunque 15-20kg indietro rispetto a quello che facevi prima",,
Daniele Conca,2025_09,2,Jerk,Spinte in spaccata,2.0,5.0,3,2.0,85.0,,,,
Daniele Conca,2025_09,2,Accessory,Push press,3.0,4.0,3,3.0,75.0,,,,
Daniele Conca,2025_09,3,Clean,Girata da terra + girata sosp,2.0,5.0,3,2.0,100.0,,,,
Daniele Conca,2025_09,3,Clean pull,Stacchi slancio,2.0,5.0,3,2.0,120.0,,Stessa cosa dei caricamenti. Vedi come va con molta cura,,
Daniele Conca,2025_09,3,Squat,Gambe avanti,3.0,4.0,3,3.0,120.0,,,,
Daniele Conca,2025_09,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,3,,,,,,
Daniele Conca,2025_09,1,Snatch,Tirata strappo + strappo inguine,3.0,5.0,4,2.0,85.0,,1 + 2,,
Daniele Conca,2025_09,1,Snatch,Spinte strappo + overhead squat,2.0,4.0,4,2.0,75.0,,1 + 1,,
Daniele Conca,2025_09,1,Squat,Gambe dietro,3.0,4.0,4,3.0,140.0,,,,
Daniele Conca,2025_09,2,Jerk,Caricamenti,2.0,5.0,4,2.0,115.0,,"Giornata di prova per capire come va la schiena, anche se tutto ok stai comunque 15-20kg indietro rispetto a quello che facevi prima",,
Daniele Conca,2025_09,2,Jerk,Spinte in spaccata,2.0,5.0,4,2.0,85.0,,,,
Daniele Conca,2025_09,2,Accessory,Push press,3.0,4.0,4,3.0,75.0,,,,
Daniele Conca,2025_09,3,Clean,Girata da terra + girata sosp,2.0,5.0,4,2.0,105.0,,,,
Daniele Conca,2025_09,3,Clean pull,Stacchi slancio,2.0,5.0,4,2.0,120.0,,Stessa cosa dei caricamenti. Vedi come va con molta cura,,
Daniele Conca,2025_09,3,Squat,Gambe avanti,3.0,4.0,4,3.0,125.0,,,,
Daniele Conca,2025_09,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,4,,,,,,
Daniele Conca,2025_09,1,Snatch,Tirata strappo + strappo inguine,3.0,5.0,5,1.0,85.0,,1 + 2,,
Daniele Conca,2025_09,1,Snatch,Spinte strappo + overhead squat,2.0,4.0,5,,,,1 + 1,,
Daniele Conca,2025_09,1,Squat,Gambe dietro,3.0,4.0,5,,,,,,
Daniele Conca,2025_09,2,Jerk,Caricamenti,2.0,5.0,5,2.0,115.0,,"Giornata di prova per capire come va la schiena, anche se tutto ok stai comunque 15-20kg indietro rispetto a quello che facevi prima",,
Daniele Conca,2025_09,2,Jerk,Spinte in spaccata,2.0,5.0,5,2.0,90.0,,,,
Daniele Conca,2025_09,2,Accessory,Push press,3.0,4.0,5,,,,,,
Daniele Conca,2025_09,3,Clean,Girata da terra + girata sosp,2.0,5.0,5,1.0,110.0,,,,
Daniele Conca,2025_09,3,Clean pull,Stacchi slancio,2.0,5.0,5,2.0,120.0,,Stessa cosa dei caricamenti. Vedi come va con molta cura,,
Daniele Conca,2025_09,3,Squat,Gambe avanti,3.0,4.0,5,,,,,,
Daniele Conca,2025_09,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,5,,,,,,
Daniele Conca,2025_09,1,Snatch,Tirata strappo + strappo inguine,3.0,5.0,6,,,,1 + 2,,
Daniele Conca,2025_09,1,Snatch,Spinte strappo + overhead squat,2.0,4.0,6,,,,1 + 1,,
Daniele Conca,2025_09,1,Squat,Gambe dietro,3.0,4.0,6,,,,,,
Daniele Conca,2025_09,2,Jerk,Caricamenti,2.0,5.0,6,,,,"Giornata di prova per capire come va la schiena, anche se tutto ok stai comunque 15-20kg indietro rispetto a quello che facevi prima",,
Daniele Conca,2025_09,2,Jerk,Spinte in spaccata,2.0,5.0,6,,,,,,
Daniele Conca,2025_09,2,Accessory,Push press,3.0,4.0,6,,,,,,
Daniele Conca,2025_09,3,Clean,Girata da terra + girata sosp,2.0,5.0,6,2.0,110.0,,,,
Daniele Conca,2025_09,3,Clean pull,Stacchi slancio,2.0,5.0,6,2.0,120.0,,Stessa cosa dei caricamenti. Vedi come va con molta cura,,
Daniele Conca,2025_09,3,Squat,Gambe avanti,3.0,4.0,6,,,,,,
Daniele Conca,2025_09,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,6,,,,,,
Daniele Conca,2025_09,1,Snatch,Tirata strappo + strappo inguine,3.0,5.0,7,,,,1 + 2,,
Daniele Conca,2025_09,1,Snatch,Spinte strappo + overhead squat,2.0,4.0,7,,,,1 + 1,,
Daniele Conca,2025_09,1,Squat,Gambe dietro,3.0,4.0,7,,,,,,
Daniele Conca,2025_09,2,Jerk,Caricamenti,2.0,5.0,7,,,,"Giornata di prova per capire come va la schiena, anche se tutto ok stai comunque 15-20kg indietro rispetto a quello che facevi prima",,
Daniele Conca,2025_09,2,Jerk,Spinte in spaccata,2.0,5.0,7,,,,,,
Daniele Conca,2025_09,2,Accessory,Push press,3.0,4.0,7,,,,,,
Daniele Conca,2025_09,3,Clean,Girata da terra + girata sosp,2.0,5.0,7,,,,,,
Daniele Conca,2025_09,3,Clean pull,Stacchi slancio,2.0,5.0,7,,,,Stessa cosa dei caricamenti. Vedi come va con molta cura,,
Daniele Conca,2025_09,3,Squat,Gambe avanti,3.0,4.0,7,,,,,,
Daniele Conca,2025_09,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,7,,,,,,
Daniele Conca,2025_09,1,Snatch,Tirata strappo + strappo inguine,3.0,5.0,8,,,,1 + 2,,
Daniele Conca,2025_09,1,Snatch,Spinte strappo + overhead squat,2.0,4.0,8,,,,1 + 1,,
Daniele Conca,2025_09,1,Squat,Gambe dietro,3.0,4.0,8,,,,,,
Daniele Conca,2025_09,2,Jerk,Caricamenti,2.0,5.0,8,,,,"Giornata di prova per capire come va la schiena, anche se tutto ok stai comunque 15-20kg indietro rispetto a quello che facevi prima",,
Daniele Conca,2025_09,2,Jerk,Spinte in spaccata,2.0,5.0,8,,,,,,
Daniele Conca,2025_09,2,Accessory,Push press,3.0,4.0,8,,,,,,
Daniele Conca,2025_09,3,Clean,Girata da terra + girata sosp,2.0,5.0,8,,,,,,
Daniele Conca,2025_09,3,Clean pull,Stacchi slancio,2.0,5.0,8,,,,Stessa cosa dei caricamenti. Vedi come va con molta cura,,
Daniele Conca,2025_09,3,Squat,Gambe avanti,3.0,4.0,8,,,,,,
Daniele Conca,2025_09,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,8,,,,,,
Daniele Conca,2025_10,1,Snatch,Tirata strappo + strappo sosp bassa,2.0,4.0,1,2.0,,,1 + 1,,
Daniele Conca,2025_10,1,Snatch,Girata in piedi + spinta,2.0,4.0,1,2.0,,,1 + 1,,
Daniele Conca,2025_10,1,Squat,Gambe dietro,2.0,3.0,1,2.0,,,,,
Daniele Conca,2025_10,2,Jerk,Caricamenti,2.0,5.0,1,2.0,115.0,,Prova ad andare a 125-130kg se la schiena è ok,,
Daniele Conca,2025_10,2,Clean and Jerk,Cleanjerk,1.0,5.0,1,1.0,90.0,,,,
Daniele Conca,2025_10,2,Accessory,Push press,3.0,3.0,1,3.0,75.0,,,,Schiena molto male
Daniele Conca,2025_10,3,Snatch,Strappo,1.0,5.0,1,1.0,85.0,,,,
Daniele Conca,2025_10,3,Clean & jerk,Slancio,2.0,5.0,1,2.0,100.0,,Girata in piedi + spinta come alternativa,,Schiena male molto male
Daniele Conca,2025_10,3,Squat,Gambe avanti,2.0,3.0,1,,,,,,
Daniele Conca,2025_10,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,1,,,,,,
Daniele Conca,2025_10,1,Snatch,Tirata strappo + strappo sosp bassa,2.0,4.0,2,2.0,,,1 + 1,,
Daniele Conca,2025_10,1,Snatch,Girata in piedi + spinta,2.0,4.0,2,2.0,,,1 + 1,,
Daniele Conca,2025_10,1,Squat,Gambe dietro,2.0,3.0,2,2.0,,,,,
Daniele Conca,2025_10,2,Jerk,Caricamenti,2.0,5.0,2,2.0,120.0,,Prova ad andare a 125-130kg se la schiena è ok,,
Daniele Conca,2025_10,2,Clean and Jerk,Cleanjerk,1.0,5.0,2,1.0,100.0,,,,
Daniele Conca,2025_10,2,Accessory,Push press,3.0,3.0,2,,,,,,Schiena molto male
Daniele Conca,2025_10,3,Snatch,Strappo,1.0,5.0,2,1.0,90.0,,,,
Daniele Conca,2025_10,3,Clean & jerk,Slancio,2.0,5.0,2,2.0,105.0,,Girata in piedi + spinta come alternativa,,Schiena male molto male
Daniele Conca,2025_10,3,Squat,Gambe avanti,2.0,3.0,2,,,,,,
Daniele Conca,2025_10,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,2,,,,,,
Daniele Conca,2025_10,1,Snatch,Tirata strappo + strappo sosp bassa,2.0,4.0,3,2.0,,,1 + 1,,
Daniele Conca,2025_10,1,Snatch,Girata in piedi + spinta,2.0,4.0,3,2.0,,,1 + 1,,
Daniele Conca,2025_10,1,Squat,Gambe dietro,2.0,3.0,3,2.0,,,,,
